id,is_new,type,is_answer,is_acceptAnswer,interval_fir_ans(hour),interval_acc_ans(hour),body_len
P93,0,so post,1,0,6.261388889,,836
P94,0,so post,1,1,0.852777778,0.852777778,382
P95,0,so post,1,1,359.2233333,813.8619444,1525
P96,0,so post,1,1,19.92833333,19.92833333,572
P97,0,so post,1,1,4768.558333,4768.558333,1647
P98,0,so post,1,1,1.121388889,1.121388889,426
P99,0,so post,1,1,13.71777778,13.71777778,1022
P100,0,so post,1,1,10.19,10.19,2171
P101,0,so post,1,1,0.286388889,5.787777778,1922
P102,0,so post,1,1,3.219166667,3.219166667,1931
P103,0,so post,1,0,11032.33778,,638
P104,0,so post,1,1,0.177777778,0.177777778,918
P105,0,so post,1,0,87.1725,,645
P106,0,so post,1,0,0.743333333,,232
P107,0,so post,0,0,,,1278
P108,0,so post,1,0,0.084722222,,487
P109,0,so post,1,1,43.95694444,43.95694444,11864
P110,0,so post,0,0,,,562
P111,0,so post,1,1,12.16833333,12.16833333,1035
P112,0,so post,1,0,8.996666667,,224
P113,0,so post,1,1,23.99083333,23.99083333,3012
P114,0,so post,1,0,0.395833333,,1301
P115,0,so post,1,0,998.2438889,,656
P116,0,so post,1,1,4.581388889,4.581388889,322
P117,0,so post,1,1,0,0,832
P118,0,so post,1,1,0.057222222,0.057222222,679
P119,0,so post,1,1,0.600555556,0.600555556,1853
P120,0,so post,1,1,0.210555556,0.210555556,247
P121,0,so post,1,0,0.233611111,,3754
P122,0,so post,1,1,0.193333333,0.193333333,217
P123,0,so post,1,1,2.513888889,2.513888889,1113
P124,0,so post,1,0,0.251666667,,845
P125,0,so post,1,1,9268.697778,9268.697778,1254
P126,0,so post,1,1,8.1475,8.1475,490
P127,0,so post,1,1,18.23694444,18.23694444,800
P128,0,so post,1,1,2.076388889,2.076388889,1507
P129,0,so post,1,1,5.921111111,5.921111111,499
P130,0,so post,1,0,7.118333333,,1419
P131,0,so post,1,1,0.314444444,0.314444444,1087
P132,0,so post,1,0,1.143055556,,1108
P133,0,so post,1,1,0.395833333,12.23638889,1315
P134,0,so post,1,0,0.596111111,,2111
P135,0,so post,1,1,3.6725,3.6725,404
P136,0,so post,1,0,124.6936111,,958
P137,0,so post,1,1,335.4513889,15997.04917,240
P138,0,so post,1,1,0.205277778,0.205277778,388
P139,0,so post,1,1,10.96194444,10.96194444,1674
P140,0,so post,1,1,26.64388889,26.64388889,2035
P141,0,so post,1,0,1.492777778,,248
P142,0,so post,1,1,3.982777778,3.982777778,2157
P143,0,so post,1,0,0.076111111,,754
P144,0,so post,1,1,0.294166667,0.294166667,1196
P145,0,so post,1,0,4.720555556,,176
P146,0,so post,1,1,0.088888889,0.088888889,668
P147,0,so post,1,1,0.119444444,0.119444444,1427
P148,0,so post,1,1,5.760833333,3375.698333,1742
P149,0,so post,1,1,19.18555556,112.1522222,4671
P150,0,so post,1,1,3.940833333,3.940833333,1360
P151,0,so post,1,1,82.40055556,82.40055556,1686
P152,0,so post,1,0,16.04055556,,238
P153,0,so post,1,1,77.34555556,77.34555556,1671
P154,0,so post,1,0,189.2841667,,809
P155,0,so post,1,0,1097.3325,,993
P156,0,so post,1,1,1.8775,1.8775,603
P157,0,so post,0,0,,,2051
P158,0,so post,1,1,5.187777778,18.73305556,1675
P159,0,so post,1,1,7.985555556,7.985555556,235
P160,0,so post,1,1,0.346666667,0.346666667,1756
P161,0,so post,1,1,0.802777778,0.802777778,1980
P162,0,so post,1,1,1.625277778,1.625277778,2426
P163,0,so post,1,0,10.07583333,,181
P164,0,so post,1,0,27.99361111,,1255
P165,0,so post,1,0,8.661666667,,1458
P166,0,so post,1,0,337.3938889,,2429
P167,0,so post,1,1,7.701944444,11164.90889,184
P168,0,so post,1,1,157.2730556,157.2730556,1321
P169,0,so post,1,0,1004.007778,,1322
P170,0,so post,1,1,0.127777778,0.127777778,911
P171,0,so post,1,0,45.13444444,,561
P172,0,so post,1,1,9224.228611,12556.8775,767
P173,0,so post,1,1,2.1675,2.1675,1850
P174,0,so post,1,1,3102.0275,5093.963056,382
P175,0,so post,1,1,20.95777778,20.95777778,3501
P176,0,so post,1,1,0,0,1532
P177,0,so post,1,0,673.4838889,,288
P178,0,so post,1,1,5.751666667,5.751666667,3027
P179,0,so post,1,1,3300.19,3300.19,1293
P180,0,so post,1,1,13.69944444,13.69944444,2299
P181,0,so post,1,1,3.142222222,5537.029167,1035
P182,0,so post,1,0,34.83805556,,1068
P183,0,so post,1,1,8.608611111,8.608611111,4431
P184,0,so post,1,1,26.80666667,26.80666667,1430
P185,0,so post,1,1,16.33055556,16.33055556,1222
P186,0,so post,1,0,2.416388889,,702
P187,0,so post,0,0,,,1974
P188,0,so post,0,0,,,525
P189,0,so post,1,1,12.69583333,12.69583333,1614
P190,0,so post,1,1,1.066666667,1.066666667,468
P191,0,so post,1,0,23.23805556,,495
P192,0,so post,1,0,0.724166667,,1106
P193,0,so post,1,1,1.921944444,1.921944444,2670
P194,0,so post,1,1,1.282222222,21.6825,1369
P195,0,so post,1,1,1.358055556,1.358055556,1225
P196,0,so post,1,0,3847.030833,,2891
P197,0,so post,0,0,,,1492
P198,0,so post,1,1,33.58972222,33.58972222,541
P199,0,so post,1,1,1983.783056,1983.783056,1280
P200,0,so post,1,1,1.384166667,1.384166667,737
P201,0,so post,1,1,0.8125,0.8125,430
P202,0,so post,1,1,9395.01,9395.01,759
P203,0,so post,1,0,0.058333333,,917
P204,0,so post,1,0,7.74,,2029
P205,0,so post,1,0,6600.482222,,552
P206,0,so post,1,0,0,,314
P207,0,so post,1,1,0.735833333,0.735833333,1885
P208,0,so post,0,0,,,313
P209,0,so post,1,0,16.70444444,,272
P210,0,so post,1,0,22.10694444,,680
P211,0,so post,1,0,45.58055556,,2534
P212,0,so post,1,1,2.395555556,2.395555556,287
P213,0,so post,1,1,16.28138889,18430.07556,304
P214,0,so post,1,1,1639.032778,1639.032778,515
P215,0,so post,1,1,1.602777778,4871.338333,894
P216,0,so post,1,1,138.0186111,138.0186111,336
P217,0,so post,1,1,0.1275,5.571388889,895
P218,0,so post,1,0,8.503333333,,498
P219,0,so post,1,1,4.822777778,4.822777778,1218
P220,0,so post,1,0,52.3725,,357
P221,0,so post,0,0,,,1218
P222,0,so post,1,0,0.097777778,,1221
P223,0,so post,1,0,2.389444444,,1672
P224,0,so post,1,0,10.45777778,,8587
P225,0,so post,1,1,725.9911111,725.9911111,621
P226,0,so post,1,1,0.436111111,0.436111111,3653
P227,0,so post,1,1,2.287222222,2.287222222,1638
P228,0,so post,1,1,619.2736111,619.2736111,288
P229,0,so post,1,1,5.157222222,5.157222222,1073
P230,0,so post,1,1,260.4341667,260.4341667,1810
P231,0,so post,1,1,16.29444444,16.29444444,1320
P232,0,so post,1,1,1.6425,1.6425,2732
P233,0,so post,1,1,0.249444444,22.70305556,517
P234,0,so post,1,1,19.82833333,19.82833333,504
P235,0,so post,1,1,4.613055556,3199.46,1458
P236,0,so post,1,1,0.096944444,0.096944444,1448
P237,0,so post,1,1,0.824444444,0.824444444,992
P238,0,so post,1,1,2.230833333,2.230833333,652
P239,0,so post,1,1,1.310277778,1.310277778,2072
P240,0,so post,0,0,,,12418
P241,0,so post,1,1,9.464722222,9.464722222,686
P242,0,so post,1,1,0,0,1816
P243,0,so post,1,1,0.194166667,6617.521111,594
P244,0,so post,1,0,0.156111111,,1813
P245,0,so post,1,1,8.698333333,8.698333333,2667
P246,0,so post,1,1,1.516944444,1.516944444,905
P247,0,so post,1,0,20491.21972,,788
P248,0,so post,0,0,,,863
P249,0,so post,0,0,,,4663
P250,0,so post,1,1,0.254444444,4.322777778,580
P251,0,so post,1,1,4.799444444,4.799444444,1641
P252,0,so post,1,1,4.544166667,17365.55056,489
P253,0,so post,1,1,9.996388889,169.9594444,1336
P254,0,so post,1,1,14.49444444,14.49444444,2208
P255,0,so post,1,0,7.403055556,,598
P256,0,so post,1,0,1283.334167,,2264
P257,0,so post,1,1,6.25,6.25,361
P258,0,so post,1,0,1262.174167,,250
P259,0,so post,0,0,,,280
P260,0,so post,1,0,940.9144444,,1481
P261,0,so post,1,0,332.6008333,,1285
P262,0,so post,0,0,,,1960
P263,0,so post,1,1,2.890277778,2.890277778,2498
P264,0,so post,1,1,10.24611111,10.24611111,1471
P265,0,so post,1,0,0,,3759
P266,0,so post,0,0,,,1584
P267,0,so post,1,0,6.193055556,,656
P268,0,so post,0,0,,,1298
P269,0,so post,1,1,3742.567222,3742.567222,911
P270,0,so post,1,1,6885.471944,6885.471944,1129
P271,0,so post,1,1,8.026111111,8.026111111,1509
P272,0,so post,1,0,0.833611111,,1388
P273,0,so post,1,0,2456.486111,,3967
P274,0,so post,1,1,37.09416667,37.09416667,976
P275,0,so post,1,1,1.545,2769.694444,1100
P276,0,so post,1,0,23.28,,522
P277,0,so post,1,1,5.1475,66.30388889,980
P278,0,so post,1,0,0,,523
P279,0,so post,1,1,9.321111111,11.80111111,1039
P280,0,so post,0,0,,,332
P281,0,so post,1,0,0.937777778,,511
P282,0,so post,1,1,777.7877778,953.2522222,2032
P283,0,so post,0,0,,,141
P284,0,so post,1,1,2.246111111,3.431388889,124
P285,0,so post,1,1,0,0,699
P286,0,so post,1,0,4837.211389,,190
P287,0,so post,1,1,97.36638889,97.36638889,230
P288,0,so post,0,0,,,884
P289,0,so post,1,1,3.293611111,3.293611111,178
P290,0,so post,1,0,10.07972222,,1263
P291,0,so post,1,0,18.11722222,,1970
P292,0,so post,1,0,21640.36139,,610
P293,0,so post,1,0,0.141388889,,628
P294,0,so post,1,1,9.544722222,9.544722222,1439
P295,0,so post,1,0,118.8963889,,201
P296,0,so post,1,0,4260.360556,,1880
P297,0,so post,1,1,1.430277778,1.430277778,836
P298,0,so post,1,0,2453.473611,,1007
P299,0,so post,1,0,692.1558333,,1209
P300,0,so post,1,1,69.25416667,69.25416667,2064
P301,0,so post,1,1,21.59777778,21.59777778,4732
P302,0,so post,1,1,0.622222222,0.951111111,864
P303,0,so post,1,1,163.4766667,163.4766667,2124
P304,0,so post,1,0,8.548333333,,3797
P305,0,so post,1,0,2.586666667,,1963
P306,0,so post,1,1,47.29305556,3986.744444,785
P307,0,so post,1,1,5.734722222,5.734722222,1008
P308,0,so post,1,1,3.939166667,3.939166667,192
P309,0,so post,1,0,0.259722222,,1501
P310,0,so post,1,1,10.97944444,10.97944444,614
P311,0,so post,1,1,22.13361111,22.13361111,906
P312,0,so post,1,0,4.285833333,,1282
P313,0,so post,0,0,,,5153
P314,0,so post,1,1,0.578055556,0.578055556,555
P315,0,so post,1,1,44.80305556,44.80305556,825
P316,0,so post,1,1,7.043611111,7.043611111,2980
P317,0,so post,1,1,154.5144444,154.5144444,1482
P318,0,so post,1,1,4.323055556,4.323055556,249
P319,0,so post,1,1,2.775555556,5.758055556,250
P320,0,so post,1,1,2.650277778,2.650277778,224
P321,0,so post,1,1,10.23944444,10.23944444,2743
P322,0,so post,1,0,14795.42278,,1898
P323,0,so post,1,1,4.854444444,4.854444444,327
P324,0,so post,1,1,0.807222222,0.807222222,2632
P325,0,so post,1,1,0.645,0.645,731
P326,0,so post,1,0,12.31611111,,1809
P327,0,so post,1,1,0.364444444,0.364444444,706
P328,0,so post,1,1,19.87138889,162.9516667,1162
P329,0,so post,1,0,2.464166667,,662
P330,0,so post,1,1,0.534722222,0.534722222,995
P331,0,so post,1,1,2.913055556,2.913055556,3119
P332,0,so post,1,1,2.339444444,2.339444444,3825
P333,0,so post,1,1,0,0,367
P334,0,so post,1,1,0.763333333,0.763333333,1182
P335,0,so post,1,0,0.284166667,,1043
P336,0,so post,1,1,43.77138889,43.77138889,1944
P337,0,so post,1,1,287.695,287.695,729
P338,0,so post,1,1,693.5575,693.5575,12733
P339,0,so post,1,1,11832.42028,11832.42028,7079
P340,0,so post,1,1,3.486944444,3.486944444,345
P341,0,so post,1,0,1.445,,871
P342,0,so post,1,1,6.930555556,6.930555556,1458
P343,0,so post,0,0,,,1822
P344,0,so post,1,0,138.9702778,,534
P345,0,so post,1,1,1999.982222,1999.982222,201
P346,0,so post,1,1,2497.010556,2497.010556,2179
P347,0,so post,1,1,5822.775833,5822.775833,1668
P348,0,so post,1,0,14259.56306,,2128
P349,0,so post,1,1,20.70166667,2972.755556,2156
P350,0,so post,1,1,0.444444444,0.444444444,986
P351,0,so post,0,0,,,896
P352,0,so post,1,1,0.4725,0.4725,1071
P353,0,so post,1,1,3.402222222,3.402222222,643
P354,0,so post,1,0,9695.669167,,522
P355,0,so post,1,1,3.683888889,3.683888889,778
P356,0,so post,1,1,0,0,414
P357,0,so post,0,0,,,2219
P358,0,so post,1,0,6.682222222,,2184
P359,0,so post,1,1,15.50194444,18.33166667,633
P360,0,so post,1,0,26.87222222,,245
P361,0,so post,1,0,0.928888889,,311
P362,0,so post,1,0,4.6775,,1202
P363,0,so post,1,0,1526.612778,,280
P364,0,so post,1,0,123.3802778,,1109
P365,0,so post,1,0,2014.641944,,950
P366,0,so post,1,1,72.87444444,157.9844444,2232
P367,0,so post,1,1,47.6225,47.6225,2015
P368,0,so post,1,1,11.39833333,11.39833333,3654
P369,0,so post,1,1,2.851666667,2.851666667,1120
P370,0,so post,1,0,25.41138889,,692
P371,0,so post,0,0,,,212
P372,0,so post,1,1,1.168611111,1.168611111,704
P373,0,so post,1,1,4.440555556,4.440555556,274
P374,0,so post,1,1,0.935833333,0.935833333,1425
P375,0,so post,1,1,0.375,0.375,815
P376,0,so post,1,0,16414.82583,,920
P377,0,so post,1,0,46.62861111,,5438
P378,0,so post,1,0,0.873611111,,1074
P379,0,so post,1,1,5.023055556,5.023055556,978
P380,0,so post,0,0,,,1547
P381,0,so post,1,1,0.118333333,73.30777778,981
P382,0,so post,1,1,0.439166667,2876.170833,588
P383,0,so post,1,0,0.519444444,,976
P384,0,so post,1,0,462.4263889,,518
P385,0,so post,1,1,6.695555556,6.695555556,343
P386,0,so post,1,1,399.2519444,399.2519444,3460
P387,0,so post,1,1,4067.934722,4067.934722,491
P388,0,so post,1,0,482.4772222,,2477
P389,0,so post,0,0,,,820
P390,0,so post,1,0,60.14972222,,2042
P391,0,so post,1,1,0.518888889,0.518888889,1516
P392,0,so post,1,1,47.24583333,47.24583333,594
P393,0,so post,1,1,43.61833333,43.61833333,428
P394,0,so post,1,1,0.266666667,0.266666667,1149
P395,0,so post,0,0,,,419
P396,0,so post,1,1,1605.674167,1605.674167,955
P397,0,so post,1,0,14.95388889,,1130
P398,0,so post,1,0,0,,506
P399,0,so post,1,1,1.859444444,5.848611111,4212
P400,0,so post,1,0,1386.578333,,641
P401,0,so post,1,1,23.05666667,23.34611111,638
P402,0,so post,1,1,455.5791667,455.5791667,1723
P403,0,so post,1,0,7232.1225,,821
P404,0,so post,1,1,7.636388889,4461.128056,6328
P405,0,so post,0,0,,,1905
P406,0,so post,0,0,,,2567
P407,0,so post,0,0,,,967
P408,0,so post,1,1,0.385833333,0.385833333,427
P409,0,so post,1,0,1197.309722,,525
P410,0,so post,1,0,53.33611111,,1257
P411,0,so post,1,1,5061.1825,5061.1825,1101
P412,0,so post,1,0,0.528333333,,1220
P413,0,so post,0,0,,,195
P414,0,so post,1,1,1.147222222,1.147222222,453
P415,0,so post,1,0,1560.295278,,1609
P416,0,so post,1,0,0.775555556,,491
P417,0,so post,1,1,245.0355556,245.0355556,2188
P418,0,so post,1,1,169.6144444,169.6144444,3280
P419,0,so post,1,1,0.213055556,6718.389722,1893
P420,0,so post,1,1,408.0763889,408.0763889,1560
P421,0,so post,1,1,995.3330556,4349.778611,422
P422,0,so post,0,0,,,1387
P423,0,so post,1,1,5.340277778,5.340277778,2905
P424,0,so post,0,0,,,1450
P425,0,so post,0,0,,,969
P426,0,so post,1,1,69.74944444,133.1911111,822
P427,0,so post,0,0,,,6848
P428,0,so post,1,1,2.455,2.455,903
P429,0,so post,1,1,4.960277778,5910.381111,970
P430,0,so post,1,0,13701.475,,326
P431,0,so post,0,0,,,1167
P432,0,so post,1,1,15.80194444,15.80194444,915
P433,0,so post,1,0,1414.432222,,2447
P434,0,so post,0,0,,,2317
P435,0,so post,0,0,,,269
P436,0,so post,0,0,,,1522
P437,0,so post,1,1,17.44277778,17.44277778,1052
P438,0,so post,1,0,288.3141667,,810
P439,0,so post,0,0,,,2212
P440,0,so post,0,0,,,629
P441,0,so post,1,0,341.8272222,,591
P442,0,so post,1,1,1.75,1.75,457
P443,0,so post,1,1,0,0,676
P444,0,so post,0,0,,,765
P445,0,so post,0,0,,,839
P446,0,so post,1,0,62.66277778,,1682
P447,0,so post,1,1,52.03888889,52.03888889,964
P448,0,so post,0,0,,,1992
P449,0,so post,1,1,5.372222222,5.372222222,3349
P450,0,so post,1,1,6662.761944,6662.761944,877
P451,0,so post,1,1,1.808055556,166.8925,5300
P452,0,so post,0,0,,,1460
P453,0,so post,1,1,3.573611111,3.573611111,724
P454,0,so post,1,0,3761.034444,,1252
P455,0,so post,1,1,0.223611111,6713.418889,146
P456,0,so post,0,0,,,810
P457,0,so post,1,0,7659.8475,,1632
P458,0,so post,0,0,,,1886
P459,0,so post,1,1,0.235277778,0.235277778,1577
P460,0,so post,1,0,20.93055556,,900
P461,0,so post,1,0,82.66111111,,560
P462,0,so post,1,1,119.9308333,119.9308333,528
P463,0,so post,1,1,2.197222222,2.197222222,1359
P464,0,so post,1,1,0.0775,0.0775,173
P465,0,so post,1,1,2.2575,2.2575,511
P466,0,so post,1,0,7733.910278,,260
P467,0,so post,1,0,17.66833333,,842
P468,0,so post,0,0,,,689
P469,0,so post,0,0,,,8133
P470,0,so post,1,1,11.02111111,11.02111111,1006
P471,0,so post,1,0,2117.645833,,2724
P472,0,so post,1,1,2417.453611,2417.453611,2235
P473,0,so post,1,0,8181.571944,,2479
P474,0,so post,1,1,5.033888889,5.033888889,1746
P475,0,so post,0,0,,,480
P476,0,so post,1,0,35.85666667,,1739
P477,0,so post,0,0,,,497
P478,0,so post,1,0,1625.298056,,5535
P479,0,so post,1,1,602.7780556,602.7780556,1065
P480,0,so post,1,0,17.03361111,,474
P481,0,so post,1,1,25.44,25.44,793
P482,0,so post,1,0,21.56666667,,267
P483,0,so post,1,0,126.6375,,290
P484,0,so post,0,0,,,374
P485,0,so post,1,0,12827.7675,,12097
P486,0,so post,0,0,,,323
P487,0,so post,1,1,1645.861667,1645.861667,346
P488,0,so post,1,1,22.76361111,22.76361111,1564
P489,0,so post,1,1,5.373888889,5.373888889,395
P490,0,so post,1,1,6401.284444,6419.270278,1622
P491,0,so post,1,0,2820.401667,,578
P492,0,so post,1,0,1.591666667,,1387
P493,0,so post,0,0,,,306
P494,0,so post,1,1,0.645277778,0.645277778,2700
P495,0,so post,1,0,8238.586389,,640
P496,0,so post,0,0,,,381
P497,0,so post,1,0,3.062777778,,272
P498,0,so post,0,0,,,1272
P499,0,so post,1,1,2209.673056,2209.673056,736
P500,0,so post,1,1,797.6033333,797.6033333,255
P501,0,so post,0,0,,,1225
P502,0,so post,1,0,4494.841389,,1662
P503,0,so post,1,0,14.22305556,,2566
P504,0,so post,1,1,1.508055556,1.508055556,858
P505,0,so post,1,0,9.474444444,,1804
P506,0,so post,1,1,0.138333333,0.138333333,438
P507,0,so post,0,0,,,577
P508,0,so post,1,1,3.845,21.97611111,10197
P509,0,so post,1,0,2.335555556,,270
P510,0,so post,1,1,39.28416667,39.28416667,1997
P511,0,so post,0,0,,,251
P512,0,so post,1,0,2.767222222,,1731
P513,0,so post,1,1,46.4275,46.4275,1697
P514,0,so post,1,1,5.008888889,5.008888889,1266
P515,0,so post,1,1,1.9075,1.9075,2821
P516,0,so post,1,1,23.91416667,23.91416667,974
P517,0,so post,1,1,0.137222222,0.4325,1338
P518,0,so post,1,1,0.068888889,0.068888889,883
P519,0,so post,1,1,4821.792222,4821.792222,289
P520,0,so post,1,1,642.4847222,642.4847222,531
P521,0,so post,1,1,15.66944444,15.66944444,318
P522,0,so post,0,0,,,604
P523,0,so post,1,1,5.9575,5.9575,1823
P524,0,so post,1,0,2163.9625,,712
P525,0,so post,1,1,3.203611111,3.203611111,478
P526,0,so post,1,0,1797.803333,,1236
P527,0,so post,1,0,11.16111111,,167
P528,0,so post,0,0,,,847
P529,0,so post,0,0,,,1944
P530,0,so post,1,0,1057.610556,,3358
P531,0,so post,0,0,,,1970
P532,0,so post,1,0,872.9177778,,278
P533,0,so post,1,1,22.89527778,22.89527778,341
P534,0,so post,1,1,5.793055556,5.793055556,5395
P535,0,so post,0,0,,,372
P536,0,so post,1,0,1.259722222,,3098
P537,0,so post,1,1,2.296944444,2.296944444,524
P538,0,so post,1,1,10.93166667,10.93166667,2843
P539,0,so post,1,0,6436.7675,,1672
P540,0,so post,0,0,,,1584
P541,0,so post,1,0,250.5458333,,943
P542,0,so post,0,0,,,753
P543,0,so post,1,0,25.10083333,,1082
P544,0,so post,1,1,0.125277778,0.125277778,851
P545,0,so post,1,0,0.318888889,,967
P546,0,so post,1,1,0.365833333,0.365833333,2215
P547,0,so post,1,1,62.7225,62.7225,2283
P548,0,so post,1,1,1012.263611,1012.263611,1317
P549,0,so post,0,0,,,726
P550,0,so post,0,0,,,1237
P551,0,so post,1,1,868.5311111,927.6877778,1692
P552,0,so post,1,0,973.7566667,,755
P553,0,so post,1,1,21.61833333,21.61833333,2668
P554,0,so post,1,1,2247.182778,2330.323333,971
P555,0,so post,1,1,15.52305556,15.52305556,862
P556,0,so post,1,1,362.2122222,362.2122222,1872
P557,0,so post,1,1,1.327222222,1.327222222,1403
P558,0,so post,1,1,9255.765278,9255.765278,2153
P559,0,so post,1,1,231.9197222,231.9197222,411
P560,0,so post,0,0,,,545
P561,0,so post,1,1,2202.798889,2202.798889,1412
P562,0,so post,1,0,39.19111111,,1092
P563,0,so post,1,1,127.6833333,127.6833333,6611
P564,0,so post,1,1,0,0,758
P565,0,so post,1,1,189.89,495.9286111,1038
P566,0,so post,1,1,720.1813889,720.1813889,2028
P567,0,so post,1,1,0.801944444,0.801944444,1094
P568,0,so post,0,0,,,2364
P569,0,so post,1,1,1399.936944,1399.936944,530
P570,0,so post,0,0,,,745
P571,0,so post,0,0,,,3041
P572,0,so post,1,1,2.678888889,2.678888889,1167
P573,0,so post,0,0,,,1167
P574,0,so post,1,0,197.2463889,,422
P575,0,so post,1,1,62.72527778,4900.996667,1351
P576,0,so post,1,1,98.81583333,98.81583333,2235
P577,0,so post,1,0,2.693611111,,880
P578,0,so post,1,1,754.2566667,754.2566667,394
P579,0,so post,0,0,,,644
P580,0,so post,0,0,,,239
P581,0,so post,1,0,6.853055556,,545
P582,0,so post,1,0,15553.30806,,684
P583,0,so post,1,1,9.025555556,9.025555556,1476
P584,0,so post,1,0,110.5211111,,206
P585,0,so post,1,1,0.85,0.85,543
P586,0,so post,1,1,22.61111111,22.61111111,942
P587,0,so post,1,1,18.44694444,18.44694444,665
P588,0,so post,1,1,33.65194444,33.65194444,817
P589,0,so post,0,0,,,1255
P590,0,so post,1,1,2.517777778,2.517777778,641
P591,0,so post,0,0,,,2255
P592,0,so post,1,0,307.1519444,,834
P593,0,so post,1,1,1.393055556,1.393055556,798
P594,0,so post,0,0,,,1325
P595,0,so post,0,0,,,384
P596,0,so post,1,0,0.205277778,,371
P597,0,so post,0,0,,,1088
P598,0,so post,0,0,,,1347
P599,0,so post,1,1,0.690277778,0.690277778,265
P600,0,so post,1,0,493.0641667,,1095
P601,0,so post,0,0,,,2628
P602,0,so post,1,1,0.353333333,0.353333333,355
P603,0,so post,1,0,6668.578056,,838
P604,0,so post,0,0,,,1455
P605,0,so post,1,0,98.46694444,,1699
P606,0,so post,1,0,161.6558333,,1430
P607,0,so post,0,0,,,3878
P608,0,so post,1,0,349.0044444,,1388
P609,0,so post,0,0,,,1384
P610,0,so post,1,1,816.7572222,7900.348333,2188
P611,0,so post,1,1,1.693333333,1.693333333,783
P612,0,so post,1,0,4441.6425,,440
P613,0,so post,1,1,0.163333333,0.163333333,886
P614,0,so post,1,1,463.1188889,463.1188889,1583
P615,0,so post,1,1,47.67972222,47.67972222,913
P616,0,so post,1,0,2608.601389,,1136
P617,0,so post,0,0,,,2507
P618,0,so post,1,1,2.7675,2.7675,1305
P619,0,so post,1,1,580.6108333,580.6108333,2136
P620,0,so post,0,0,,,3517
P621,0,so post,1,1,1.347777778,1.347777778,996
P622,0,so post,1,0,1.276111111,,1003
P623,0,so post,0,0,,,253
P624,0,so post,1,1,5.511944444,284.8233333,1184
P625,0,so post,0,0,,,2089
P626,0,so post,1,1,0.981111111,0.981111111,1542
P627,0,so post,1,0,10076.23139,,1883
P628,0,so post,1,1,25.67111111,25.67111111,855
P629,0,so post,0,0,,,486
